LogType,EventID,Source,Time,Message
Application,4107,Microsoft-Windows-CAPI2,Mon Apr  7 09:20:19 2025,"http://ctldl.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootstl.cab The data is invalid.
"
Application,4107,Microsoft-Windows-CAPI2,Mon Apr  7 09:20:19 2025,"http://ctldl.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootstl.cab The data is invalid.
"
Application,4107,Microsoft-Windows-CAPI2,Mon Apr  7 09:19:12 2025,"http://ctldl.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootstl.cab The data is invalid.
"
Application,4107,Microsoft-Windows-CAPI2,Mon Apr  7 09:19:11 2025,"http://ctldl.windowsupdate.com/msdownload/update/v3/static/trustedr/en/authrootstl.cab The data is invalid.
"
Application,-1056898994,SideBySide,Thu Mar 13 14:22:51 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3323_none_85b5b76df7b06d96.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3323_none_3e088096e3344490.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Thu Mar 13 14:22:06 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3323_none_85b5b76df7b06d96.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3323_none_3e088096e3344490.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Thu Mar 13 14:22:00 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3323_none_85b5b76df7b06d96.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3323_none_3e088096e3344490.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1034289066,CertEnroll,Thu Mar 13 14:21:12 2025,"WORKGROUP\DESKTOP-O62G3HO$ https://STM-KeyId-fb17d70d734870e919c4e8e603975e664e0e43de.microsoftaik.azure.net/templates/Aik/scep GetCACaps
 GET(46ms) GetCACaps The server name or address could not be resolved 0x80072ee7 (WinHttp: 12007 ERROR_WINHTTP_NAME_NOT_RESOLVED)"
Application,-1056898994,SideBySide,Thu Mar 13 10:16:16 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_85b65d03f7afec7e.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_3e09262ce333c378.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Thu Mar 13 10:15:18 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_85b65d03f7afec7e.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_3e09262ce333c378.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Wed Mar 12 15:40:28 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_85b65d03f7afec7e.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_3e09262ce333c378.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Wed Mar 12 14:34:42 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_85b65d03f7afec7e.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_3e09262ce333c378.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Wed Mar 12 14:34:41 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_85b65d03f7afec7e.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_3e09262ce333c378.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Wed Mar 12 12:52:21 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_85b65d03f7afec7e.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_3e09262ce333c378.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Wed Mar 12 12:32:48 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_85b65d03f7afec7e.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_3e09262ce333c378.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Wed Mar 12 12:24:06 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_85b65d03f7afec7e.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_3e09262ce333c378.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Wed Mar 12 11:06:36 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_85b65d03f7afec7e.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_3e09262ce333c378.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Tue Mar 11 14:17:50 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_85b65d03f7afec7e.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_3e09262ce333c378.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Tue Mar 11 10:20:51 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_85b65d03f7afec7e.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_3e09262ce333c378.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Mon Mar 10 14:55:10 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_85b65d03f7afec7e.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_3e09262ce333c378.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Mon Mar 10 14:22:00 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_85b65d03f7afec7e.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_3e09262ce333c378.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Mon Mar 10 14:17:46 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_85b65d03f7afec7e.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_3e09262ce333c378.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Mon Mar 10 13:07:13 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_85b65d03f7afec7e.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_3e09262ce333c378.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Mon Mar 10 12:41:15 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_85b65d03f7afec7e.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_3e09262ce333c378.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Mon Mar 10 09:59:27 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_85b65d03f7afec7e.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_3e09262ce333c378.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Mon Mar 10 09:52:04 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_85b65d03f7afec7e.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_3e09262ce333c378.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Mon Mar 10 09:39:16 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_85b65d03f7afec7e.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_3e09262ce333c378.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Fri Mar  7 15:45:23 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_85b65d03f7afec7e.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_3e09262ce333c378.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Fri Mar  7 11:47:35 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_85b65d03f7afec7e.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_3e09262ce333c378.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Fri Mar  7 11:46:55 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_85b65d03f7afec7e.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_3e09262ce333c378.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Fri Mar  7 11:45:05 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_85b65d03f7afec7e.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_3e09262ce333c378.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Fri Mar  7 11:36:45 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_85b65d03f7afec7e.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_3e09262ce333c378.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Fri Mar  7 10:35:11 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_85b65d03f7afec7e.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_3e09262ce333c378.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Fri Mar  7 10:35:09 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_85b65d03f7afec7e.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_3e09262ce333c378.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Fri Mar  7 10:21:29 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_85b65d03f7afec7e.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_3e09262ce333c378.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Fri Mar  7 10:21:29 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_85b65d03f7afec7e.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_3e09262ce333c378.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Fri Mar  7 10:21:06 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_85b65d03f7afec7e.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_3e09262ce333c378.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Fri Mar  7 10:21:04 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_85b65d03f7afec7e.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_3e09262ce333c378.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Fri Mar  7 10:15:34 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_85b65d03f7afec7e.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_3e09262ce333c378.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Fri Mar  7 10:00:43 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_85b65d03f7afec7e.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_3e09262ce333c378.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Fri Mar  7 10:00:43 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_85b65d03f7afec7e.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_3e09262ce333c378.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Fri Mar  7 09:49:42 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_85b65d03f7afec7e.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_3e09262ce333c378.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Fri Mar  7 09:49:42 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_85b65d03f7afec7e.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3037_none_3e09262ce333c378.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Tue Mar  4 14:09:19 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Tue Mar  4 14:09:19 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Tue Mar  4 14:08:47 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Tue Mar  4 14:08:47 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Tue Mar  4 14:08:03 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Tue Mar  4 14:08:03 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Tue Mar  4 11:16:40 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Tue Mar  4 11:16:40 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Tue Mar  4 11:08:28 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Tue Mar  4 11:08:28 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Tue Mar  4 11:08:02 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Tue Mar  4 11:08:02 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Tue Mar  4 11:07:33 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Tue Mar  4 11:07:33 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Tue Mar  4 11:06:44 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Tue Mar  4 11:06:44 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Tue Mar  4 11:06:04 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Tue Mar  4 11:06:04 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Tue Mar  4 11:04:08 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Tue Mar  4 11:04:08 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Tue Mar  4 11:04:08 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
Application,-1056898994,SideBySide,Tue Mar  4 11:04:08 2025,C:\WINDOWS\WinSxS\manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_85b89f79f7add666.manifest C:\WINDOWS\WinSxS\manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.2454_none_3e0b68a2e331ad60.manifest         C:\Users\DS4Y Student\AppData\Local\CapCut\Apps\CapCut.exe         
